,Tweets,Cluster
482,"Sensação de que, independente do resultado das eleições, o pior está por vir.
Lula ganhando, haverá um trabalho hercúleo para manter esse arremedo de democracia, já que eles farão de tudo para ruir o governo. Se bozo ganhar… Bom, mais 4 anos desse caos.",positive
483,"Em 2002, Lula foi eleito com larga vantagem (os maiores % e diferença do período analisado), porque terminou o 1T com 23,2 p.p. à frente (a maior dianteira do período), e o ganho de Serra entre turnos, comparado com o de Lula, foi o menor das últimas 5 eleições (+327 mil) +",positive
484,Imagina o lula ganhar as eleições e a gente comemorar isso no show da pabllo? Vai ser tudeee,positive
485,"As pessoas que apoiam o Lula também são corruptos ? Pq quem deu a ordem para o Roberto Jefferson atirar , não foi o presidente, aí vem uma mulher aí e diz que o Bolsonaro já perdeu as eleições por conta do ocorrido, quem quer lula de volta é por que perdeu a mamata, chora pt .",negative
486,"A seis dias das eleições, bolsonarismo racha: neto de ditador se incomoda com tratamento de Bolsonaro a Jefferson",positive
487,Zona Franca de Manaus: Lula e Bolsonaro falam em manter o modelo | Eleições 2022 | G1,positive
488,Roberto Jefferson é amigo do Lula e antes de delatar o mensalão era aliado do PT.,negative
489,"Não, no Piauí houve alternância de poder entre os governos do PT, além do mais a escolha foi democrática e pacífica por meio do voto. No caso do Bolsonaro desde que ele assumiu ele quer dar um Golpe, pq ele sabe que vai perder as eleições pq é desumano e incompetente.",negative
490,"Chefe pode ser preso por até 6 anos, se obrigar funcionário a votar em determinado candidato; veja como denunciar assédio eleitoral 

segundo turno | presidente | governador | lula | bolsonaro | eleições | combate a fake news | haddad | tarcísio | sp | ba",neutral
491,Estratégia de Bolsonaro para se dissociar de Jefferson confunde aliados; PT vai explorar episódio. | Eleições 2022 | O Globo,negative
492,"Qual a moral o Moro tem, já que foi um juiz reconhecida mente parcial tanto pelo STF, como pelos tribunais da ONU? A cada dia que passa a parcialidade dele fica mais escancarada, primeiro por aceitar cargo no governo Bolsonaro logo após tirar Lula das eleições...",positive
493,"A estratégia é de Bolsonaro. O bandido condenado apenas executou.  São parceiros nessa tentativa frustrada de tumultuar as eleições, mas somente um deles, Bolsonaro, pretende atacar nossos salários, aposentadorias e benefícios. #naomexanomeusalario",positive
494,"o aluno maduro está fazendo o que o professor lula ensinou, e aguarda ansiosamente para fazer o mesmo no Brasil se ganhar as eleições, pense nisso.",positive
495,"Se o Adélio ajudou o Bolsonaro com a história da facada fake   a ganhar as eleições presidenciais de 2018
O Roberto Jeferson vai é ajudar o Jair Bolsonaro perder as eleições presidenciais de 2022
A lei do retorno funciona mesmo",positive
496,"*Em podcast: Lula promete internet de qualidade em todo o território nacional se for eleito*

*Gazeta Eleições 2022*",positive
497,Sim meu time é Lula e Eduardo Leite vamo ganhar essas eleições vota 45 e 13 cambada de corno,positive
498,Não tem eleitores nenhum que comprarão qualquer discurso bolsonarista depois do que aconteceu com Bob. Ontem o Bolsonaro perdeu as eleições,negative
499,"Acho q vc não viu o vídeo que Bolsonaro vai ao HOSPITAL onde se localizava PMs feridos no dia das eleições.
HORA DE REPENSAR SEU VOTO!",negative
